x,y,z,I
808314.49,6484528.42,505.36,1622.0
808317.55,6484602.66,505.36,773.0
808516.88,6484566.36,505.36,1406.0
808459.34,6484522.28,505.36,1128.0
808313.74,6484530.84,505.37,1504.0
808354.25,6484610.600000001,505.37,778.0
808310.75,6484538.44,505.37,1288.0
808431.4400000001,6484570.49,505.37,1395.0
808415.41,6484614.8100000005,505.37,2570.0
808312.7000000001,6484536.43,505.37,1435.0
808338.65,6484625.33,505.37,1597.0
808312.87,6484534.83,505.37,1356.0
808354.41,6484609.600000001,505.37,660.0
808332.87,6484624.13,505.37,1036.0
808306.1,6484564.05,505.37,650.0
808312.3200000001,6484574.15,505.37,597.0
808354.7000000001,6484607.41,505.37,641.0
808353.85,6484614.140000001,505.37,846.0
808312.4500000001,6484538.8,505.37,1575.0
808314.06,6484620.18,505.37,1302.0
808329.14,6484623.34,505.37,1239.0
808354.35,6484610.84,505.37,714.0
808318.52,6484621.13,505.37,1232.0
808502.4400000001,6484549.87,505.37,2234.0
808354.77,6484606.5600000005,505.37,529.0
808315.6,6484521.600000001,505.37,1481.0
808353.2000000001,6484613.65,505.37,556.0
808523.1900000001,6484542.33,505.37,1268.0
808312.31,6484592.55,505.37,702.0
808315.88,6484521.04,505.37,1478.0
808312.98,6484535.140000001,505.37,1254.0
808315.51,6484532.63,505.37,1140.0
808316.11,6484522.87,505.37,1523.0
808388.55,6484578.92,505.37,463.0
808386.16,6484608.0,505.37,2732.0
808313.72,6484532.61,505.37,1240.0
808338.1,6484588.49,505.37,350.0
808407.0700000001,6484612.140000001,505.37,406.0
808411.51,6484602.47,505.37,1410.0
808337.31,6484625.07,505.37,1499.0
808314.65,6484526.63,505.38,1210.0
808324.76,6484559.32,505.38,738.0
808310.52,6484619.46,505.38,1638.0
808313.1900000001,6484533.7,505.38,1370.0
808313.96,6484532.43,505.38,1530.0
808319.96,6484621.43,505.38,1431.0
808315.59,6484523.44,505.38,1271.0
808319.27,6484557.59,505.38,477.0
808325.29,6484614.41,505.38,3092.0
808305.48,6484618.34,505.38,1294.0
808434.55,6484524.8100000005,505.38,1486.0
808385.22,6484525.91,505.38,1654.0
808353.49,6484615.11,505.38,790.0
808313.43,6484530.140000001,505.38,1329.0
808426.04,6484535.55,505.38,513.0
808409.65,6484538.0200000005,505.38,2001.0
808444.0,6484519.18,505.38,1599.0
808313.41,6484532.42,505.38,1513.0
808326.41,6484622.79,505.38,1122.0
808334.17,6484624.45,505.38,1206.0
808321.0,6484576.58,505.38,1123.0
808312.8200000001,6484533.96,505.38,1306.0
808315.72,6484523.03,505.38,1572.0
808315.5700000001,6484524.22,505.38,1324.0
808324.46,6484550.46,505.38,1276.0
808316.31,6484557.11,505.38,677.0
808315.35,6484523.37,505.38,1702.0
808354.92,6484605.84,505.38,635.0
808355.6900000001,6484603.850000001,505.38,714.0
808313.59,6484532.82,505.38,1303.0
808354.04,6484615.22,505.38,615.0
808321.55,6484621.76,505.38,1339.0
808354.85,6484606.44,505.38,632.0
808315.5700000001,6484523.04,505.38,1256.0
808312.43,6484535.350000001,505.39,1390.0
808312.6,6484534.2700000005,505.39,1329.0
808353.75,6484612.73,505.39,819.0
808338.37,6484625.34,505.39,1223.0
808417.15,6484603.13,505.39,1542.0
808347.86,6484517.09,505.39,1692.0
808429.54,6484542.47,505.39,1372.0
808313.81,6484528.5,505.39,1432.0
808430.02,6484537.68,505.39,2253.0
808411.9400000001,6484537.62,505.39,887.0
808354.8300000001,6484610.2,505.39,527.0
808354.74,6484609.41,505.39,607.0
808354.51,6484610.5200000005,505.39,551.0
808387.3,6484579.2,505.39,560.0
808315.24,6484524.45,505.39,1439.0
808313.4400000001,6484532.7,505.39,1521.0
808355.4400000001,6484604.5,505.39,676.0
808353.9400000001,6484613.12,505.39,530.0
808315.31,6484524.73,505.39,1272.0
808451.76,6484520.04,505.39,2238.0
808315.64,6484520.68,505.39,1529.0
808316.74,6484566.53,505.39,576.0
808354.84,6484607.75,505.39,493.0
808313.6,6484529.65,505.39,1342.0
808312.8200000001,6484533.54,505.39,1631.0
808315.72,6484522.57,505.39,1273.0
808414.31,6484519.58,505.39,1465.0
808314.22,6484548.2,505.39,1179.0
808495.96,6484533.350000001,505.39,1880.0
808390.97,6484600.5,505.39,858.0
808335.59,6484616.8100000005,505.39,2115.0
808326.7000000001,6484568.850000001,505.39,1360.0
808313.12,6484534.5,505.39,1248.0
808340.12,6484553.850000001,505.39,834.0
808313.1900000001,6484537.88,505.39,1090.0
808322.4400000001,6484576.19,505.39,559.0
808314.9,6484524.94,505.39,1288.0
808383.59,6484522.65,505.40000000000003,1026.0
808313.51,6484528.29,505.40000000000003,1407.0
808490.9400000001,6484599.29,505.40000000000003,1676.0
808353.71,6484615.63,505.40000000000003,833.0
808389.51,6484563.69,505.40000000000003,2633.0
808388.9500000001,6484582.63,505.40000000000003,591.0
808330.59,6484578.5600000005,505.40000000000003,686.0
808322.4,6484576.9,505.40000000000003,1333.0
808307.13,6484573.65,505.40000000000003,2158.0
808313.18,6484532.83,505.40000000000003,1239.0
808355.04,6484605.96,505.40000000000003,892.0
808313.23,6484532.33,505.40000000000003,1381.0
808312.28,6484534.0600000005,505.40000000000003,1427.0
808312.76,6484532.61,505.40000000000003,1361.0
808355.17,6484605.51,505.40000000000003,548.0
808355.87,6484602.08,505.40000000000003,739.0
808417.24,6484566.25,505.40000000000003,1857.0
808314.48,6484526.140000001,505.40000000000003,1303.0
808314.76,6484526.2700000005,505.40000000000003,1189.0
808312.79,6484532.98,505.40000000000003,1299.0
808314.03,6484528.640000001,505.40000000000003,1428.0
808313.77,6484529.86,505.40000000000003,1318.0
808355.12,6484605.62,505.40000000000003,776.0
808311.96,6484536.33,505.40000000000003,1384.0
808324.59,6484614.16,505.40000000000003,2851.0
808355.21,6484605.76,505.40000000000003,710.0
808315.77,6484521.22,505.40000000000003,1412.0
808312.8300000001,6484533.51,505.40000000000003,1306.0
808312.73,6484592.13,505.40000000000003,545.0
808430.98,6484533.11,505.40000000000003,1011.0
808315.34,6484520.24,505.40000000000003,1252.0
808444.84,6484524.44,505.40000000000003,1055.0
808354.98,6484610.63,505.40000000000003,831.0
808355.75,6484603.36,505.40000000000003,547.0
808305.05,6484609.68,505.40000000000003,3070.0
808318.39,6484518.73,505.40000000000003,1193.0
808434.64,6484524.8,505.40000000000003,815.0
808305.53,6484581.8100000005,505.40000000000003,595.0
808354.42,6484609.3100000005,505.40000000000003,862.0
808315.8300000001,6484519.13,505.40000000000003,1592.0
808382.63,6484597.65,505.41,2474.0
808340.86,6484618.0600000005,505.41,1711.0
808314.31,6484525.51,505.41,1463.0
808312.0700000001,6484534.72,505.41,1379.0
808398.5700000001,6484570.11,505.41,1047.0
808390.5700000001,6484565.61,505.41,2450.0
808313.55,6484528.96,505.41,1542.0
808409.47,6484517.34,505.41,965.0
808313.8300000001,6484574.37,505.41,501.0
808314.09,6484526.16,505.41,1177.0
808317.65,6484612.58,505.41,2599.0
808314.0700000001,6484620.26,505.41,1805.0
808356.01,6484601.99,505.41,718.0
808314.55,6484524.9,505.41,1278.0
808314.16,6484525.62,505.41,1780.0
808387.8200000001,6484578.41,505.41,3221.0
808326.18,6484586.0600000005,505.41,471.0
808313.91,6484526.79,505.41,1473.0
808354.28,6484612.95,505.41,676.0
808403.3300000001,6484527.07,505.41,1144.0
808335.18,6484616.88,505.41,921.0
808317.3300000001,6484593.82,505.41,1613.0
808383.01,6484523.23,505.41,1347.0
808313.54,6484529.9,505.41,1643.0
808315.54,6484518.94,505.41,1457.0
808315.7000000001,6484520.05,505.41,1496.0
808517.14,6484529.96,505.41,1766.0
808355.91,6484605.3100000005,505.41,618.0
808391.55,6484593.600000001,505.41,629.0
808312.51,6484619.97,505.41,1143.0
808354.4,6484613.69,505.41,729.0
808313.64,6484531.91,505.41,1425.0
808312.75,6484537.9,505.41,980.0
808315.66,6484520.36,505.41,1453.0
808355.3,6484607.29,505.41,579.0
808387.79,6484578.45,505.41,2995.0
808315.42,6484522.29,505.41,1406.0
808347.67,6484618.5600000005,505.42,1403.0
808308.12,6484564.08,505.42,499.0
808315.2000000001,6484521.100000001,505.42,1643.0
808312.73,6484533.97,505.42,1395.0
808355.7000000001,6484606.22,505.42,685.0
808314.56,6484548.38,505.42,1486.0
808306.11,6484618.62,505.42,951.0
808333.41,6484561.4,505.42,1458.0
808335.59,6484561.82,505.42,1009.0
808355.23,6484609.12,505.42,766.0
808354.56,6484609.600000001,505.42,695.0
808324.6900000001,6484622.51,505.42,1556.0
808312.67,6484533.2,505.42,1389.0
808315.88,6484519.41,505.42,1332.0
808354.53,6484611.88,505.42,570.0
808315.42,6484519.16,505.42,1272.0
808354.9500000001,6484608.13,505.42,714.0
808312.12,6484532.5600000005,505.42,1288.0
808348.76,6484619.9,505.42,820.0
808383.1900000001,6484598.42,505.42,2518.0
808353.98,6484613.04,505.42,658.0
808315.1,6484520.41,505.42,1719.0
808354.49,6484614.08,505.42,899.0
808325.34,6484604.4,505.42,956.0
808324.48,6484595.29,505.42,1003.0
808382.74,6484599.2700000005,505.42,2818.0
808386.1,6484585.51,505.42,1900.0
808343.14,6484562.73,505.42,394.0
808315.38,6484548.24,505.42,745.0
808401.18,6484566.63,505.42,2613.0
808410.01,6484603.12,505.42,1709.0
808337.64,6484625.25,505.42,1120.0
808313.5800000001,6484547.640000001,505.42,920.0
808314.61,6484522.5600000005,505.42,1467.0
808354.4400000001,6484612.74,505.42,798.0
808355.0700000001,6484613.86,505.42,538.0
808315.68,6484518.5600000005,505.42,1450.0
808313.52,6484527.76,505.42,1615.0
808355.3300000001,6484605.51,505.42,680.0
808308.64,6484538.100000001,505.42,999.0
808413.99,6484538.0600000005,505.43,1894.0
808332.09,6484624.11,505.43,1110.0
808313.0800000001,6484611.43,505.43,3348.0
808354.51,6484611.33,505.43,576.0
808326.7000000001,6484614.57,505.43,2414.0
808312.1900000001,6484531.11,505.43,1248.0
808354.91,6484610.08,505.43,854.0
808348.55,6484619.8,505.43,1584.0
808466.47,6484542.63,505.43,616.0
808354.49,6484611.91,505.43,548.0
808336.4500000001,6484624.99,505.43,1239.0
808360.89,6484519.34,505.43,867.0
808312.09,6484533.5600000005,505.43,1198.0
808339.6900000001,6484617.7,505.43,2838.0
808393.15,6484604.9,505.43,1720.0
808314.81,6484521.37,505.43,1526.0
808409.72,6484608.96,505.43,543.0
808393.37,6484582.68,505.43,1518.0
808393.91,6484596.15,505.43,1916.0
808383.3300000001,6484601.23,505.43,917.0
808384.27,6484594.62,505.43,1412.0
808393.36,6484596.26,505.43,2619.0
808328.22,6484595.600000001,505.43,694.0
808393.22,6484582.51,505.43,1344.0
808309.41,6484564.68,505.43,559.0
808430.48,6484570.65,505.43,653.0
808311.46,6484537.100000001,505.43,1366.0
808311.75,6484534.51,505.43,1464.0
808306.71,6484537.66,505.43,1369.0
808333.9,6484578.66,505.43,353.0
808313.22,6484528.100000001,505.43,1408.0
808306.24,6484537.54,505.43,1145.0
808315.3,6484521.01,505.43,1203.0
808312.96,6484530.9,505.43,1174.0
808355.01,6484609.5600000005,505.43,674.0
808356.01,6484603.53,505.43,858.0
808316.5,6484518.2700000005,505.43,867.0
808354.8,6484612.53,505.43,575.0
808345.74,6484573.04,505.43,733.0
808341.22,6484571.640000001,505.43,430.0
808314.78,6484601.49,505.43,633.0
808305.3300000001,6484554.59,505.44,711.0
808315.91,6484532.05,505.44,940.0
808313.79,6484526.67,505.44,1233.0
808311.43,6484534.9,505.44,1392.0
808355.85,6484604.43,505.44,735.0
808312.12,6484619.93,505.44,1162.0
808312.35,6484532.67,505.44,1546.0
808356.23,6484603.8100000005,505.44,805.0
808315.65,6484518.48,505.44,1420.0
808518.15,6484566.47,505.44,2053.0
808312.0700000001,6484533.55,505.44,1472.0
808308.02,6484582.78,505.44,1786.0
808311.63,6484537.350000001,505.44,1323.0
808354.84,6484612.51,505.44,900.0
808317.9,6484602.84,505.44,1691.0
808306.26,6484618.640000001,505.44,1223.0
808335.4400000001,6484615.43,505.44,533.0
808387.98,6484579.28,505.44,3117.0
808313.35,6484526.66,505.44,1370.0
808518.23,6484566.09,505.44,2070.0
808354.93,6484614.78,505.44,885.0
808329.8200000001,6484559.99,505.44,537.0
808313.64,6484601.74,505.44,853.0
808393.24,6484605.49,505.44,3135.0
808330.5700000001,6484551.84,505.44,1783.0
808313.11,6484539.04,505.44,995.0
808429.53,6484582.87,505.44,737.0
808315.88,6484620.67,505.44,1971.0
808355.62,6484607.53,505.44,827.0
808313.02,6484531.350000001,505.44,1281.0
808314.86,6484521.47,505.44,1425.0
808356.43,6484603.03,505.44,873.0
808337.35,6484625.2,505.44,1176.0
808309.91,6484583.28,505.44,975.0
808319.3300000001,6484611.82,505.44,607.0
808314.4,6484523.99,505.44,1311.0
808355.2000000001,6484608.42,505.44,597.0
808310.86,6484538.57,505.44,1451.0
808427.31,6484520.5200000005,505.44,998.0
808306.18,6484573.11,505.44,813.0
808312.29,6484530.5200000005,505.44,1426.0
808354.62,6484615.07,505.44,815.0
808311.54,6484534.390000001,505.44,1340.0
808310.92,6484610.43,505.45,1467.0
808338.46,6484598.25,505.45,712.0
808313.71,6484566.01,505.45,844.0
808311.81,6484532.33,505.45,1849.0
808328.97,6484578.49,505.45,1939.0
808356.65,6484604.36,505.45,610.0
808331.09,6484587.7700000005,505.45,963.0
808337.8,6484580.2700000005,505.45,841.0
808310.2000000001,6484556.33,505.45,970.0
808313.03,6484526.46,505.45,1465.0
808308.88,6484556.15,505.45,2413.0
808435.46,6484521.69,505.45,1340.0
808416.24,6484602.41,505.45,1990.0
808312.3,6484530.33,505.45,1425.0
808314.92,6484518.53,505.45,1691.0
808384.6900000001,6484587.68,505.45,571.0
808367.39,6484587.74,505.45,1769.0
808310.04,6484619.49,505.45,1265.0
808400.52,6484569.01,505.45,2532.0
808409.88,6484602.7,505.45,998.0
808311.73,6484533.91,505.45,1259.0
808313.97,6484556.57,505.45,672.0
808354.77,6484613.71,505.45,668.0
808311.12,6484537.51,505.45,1194.0
808356.02,6484606.32,505.45,654.0
808314.71,6484537.04,505.45,972.0
808312.64,6484531.0600000005,505.45,1547.0
808313.97,6484524.91,505.45,1413.0
808313.5700000001,6484526.600000001,505.45,1403.0
808314.42,6484523.100000001,505.45,1219.0
808315.0700000001,6484520.28,505.45,1261.0
808314.05,6484523.140000001,505.45,1339.0
808313.03,6484531.59,505.45,1479.0
808313.09,6484539.05,505.45,1311.0
808414.67,6484518.65,505.45,1499.0
808314.34,6484522.84,505.45,1333.0
808355.64,6484608.07,505.45,738.0
808356.13,6484602.890000001,505.45,628.0
808310.9500000001,6484537.0,505.45,1438.0
808312.49,6484530.83,505.45,1503.0
808313.25,6484526.2,505.46000000000004,1478.0
808338.38,6484562.55,505.46000000000004,1291.0
808314.03,6484523.5600000005,505.46000000000004,1526.0
808314.8,6484520.41,505.46000000000004,1465.0
808333.22,6484624.38,505.46000000000004,2039.0
808314.24,6484522.140000001,505.46000000000004,1206.0
808311.4500000001,6484534.3,505.46000000000004,1613.0
808312.8,6484547.26,505.46000000000004,512.0
808313.22,6484527.21,505.46000000000004,1390.0
808340.23,6484598.2700000005,505.46000000000004,495.0
808394.48,6484584.86,505.46000000000004,1626.0
808312.1900000001,6484529.79,505.46000000000004,1430.0
808356.63,6484603.57,505.46000000000004,572.0
808356.46,6484575.46,505.46000000000004,819.0
808311.14,6484537.33,505.46000000000004,1284.0
808355.12,6484612.25,505.46000000000004,737.0
808353.84,6484583.79,505.46000000000004,579.0
808310.68,6484536.75,505.46000000000004,1125.0
808311.85,6484531.890000001,505.46000000000004,1332.0
808355.99,6484605.93,505.46000000000004,573.0
808523.79,6484542.19,505.46000000000004,843.0
808312.97,6484528.49,505.46000000000004,1584.0
808411.77,6484598.87,505.46000000000004,1170.0
808407.02,6484529.22,505.46000000000004,1332.0
808411.0700000001,6484599.07,505.46000000000004,654.0
808356.86,6484602.97,505.46000000000004,644.0
808355.65,6484609.16,505.46000000000004,537.0
808321.55,6484613.37,505.46000000000004,2688.0
808329.53,6484551.66,505.46000000000004,1864.0
808331.9,6484578.42,505.46000000000004,561.0
808314.5700000001,6484620.48,505.46000000000004,1250.0
808355.43,6484613.68,505.46000000000004,607.0
808308.25,6484610.2700000005,505.46000000000004,3099.0
808354.96,6484614.28,505.46000000000004,777.0
808336.51,6484597.94,505.46000000000004,1361.0
808355.89,6484606.23,505.46000000000004,572.0
808323.74,6484577.25,505.46000000000004,1836.0
808389.11,6484606.01,505.46000000000004,1066.0
808311.3,6484535.36,505.46000000000004,1563.0
808313.72,6484522.93,505.46000000000004,1613.0
808313.9400000001,6484524.3,505.46000000000004,1613.0
808426.04,6484594.3,505.47,2407.0
808428.29,6484534.7700000005,505.47,1327.0
808309.8,6484573.96,505.47,687.0
808316.05,6484518.17,505.47,782.0
808356.8200000001,6484603.2,505.47,824.0
808328.18,6484577.71,505.47,674.0
808410.84,6484603.22,505.47,1251.0
808314.2000000001,6484519.04,505.47,1460.0
808328.03,6484604.4,505.47,506.0
808382.63,6484521.75,505.47,821.0
808317.81,6484558.01,505.47,1228.0
808336.1,6484625.01,505.47,1503.0
808315.78,6484601.75,505.47,724.0
808316.4,6484611.04,505.47,816.0
808355.7000000001,6484609.66,505.47,705.0
808314.25,6484519.03,505.47,1361.0
808348.8300000001,6484599.95,505.47,364.0
808327.0800000001,6484604.08,505.47,493.0
808321.97,6484558.640000001,505.47,586.0
808355.0700000001,6484613.74,505.47,734.0
808312.6,6484527.84,505.47,1437.0
808390.18,6484565.78,505.47,944.0
808312.91,6484527.32,505.47,1467.0
808314.36,6484523.71,505.47,1227.0
808328.0800000001,6484614.84,505.47,3190.0
808312.73,6484527.38,505.47,1270.0
808355.16,6484612.66,505.47,612.0
808344.21,6484618.71,505.47,1686.0
808363.5800000001,6484518.98,505.47,791.0
808321.18,6484612.42,505.47,763.0
808312.0,6484529.53,505.47,1486.0
808406.42,6484527.15,505.47,768.0
808313.9400000001,6484521.7700000005,505.47,1399.0
808312.31,6484530.07,505.47,1283.0
808413.1,6484517.22,505.47,1192.0
808314.53,6484557.4,505.47,1110.0
808332.3300000001,6484624.22,505.47,1732.0
808424.04,6484540.100000001,505.47,2509.0
808313.76,6484565.5600000005,505.47,682.0
808355.09,6484613.5200000005,505.47,726.0
808310.35,6484536.98,505.48,1348.0
808310.35,6484536.98,505.48,1348.0
808355.26,6484613.68,505.48,658.0
808350.12,6484620.21,505.48,1456.0
808327.26,6484614.66,505.48,2660.0
808360.0800000001,6484567.32,505.48,1443.0
808320.52,6484613.11,505.48,2802.0
808408.05,6484529.67,505.48,1304.0
808357.12,6484602.66,505.48,879.0
808355.21,6484611.890000001,505.48,527.0
808502.51,6484549.36,505.48,1579.0
808320.88,6484566.91,505.48,471.0
808352.91,6484607.5,505.48,1265.0
808394.1900000001,6484602.26,505.48,2983.0
808313.61,6484521.57,505.48,1277.0
808324.25,6484594.82,505.48,602.0
808314.37,6484519.83,505.48,1237.0
808310.71,6484535.68,505.48,1316.0
808311.77,6484538.8,505.48,1549.0
808313.9,6484522.75,505.48,1558.0
808310.53,6484535.94,505.48,1581.0
808311.0700000001,6484534.25,505.48,1400.0
808337.03,6484562.24,505.48,1281.0
808311.16,6484534.09,505.48,1266.0
808315.11,6484518.41,505.48,1454.0
808498.1,6484537.75,505.48,1418.0
808424.7000000001,6484533.44,505.48,1468.0
808384.23,6484589.0200000005,505.48,3191.0
808310.79,6484537.04,505.48,1296.0
808403.71,6484529.04,505.48,1439.0
808409.37,6484517.42,505.48,891.0
808494.12,6484586.62,505.48,1131.0
808312.3200000001,6484574.5,505.48,708.0
808339.96,6484571.15,505.48,542.0
808448.0800000001,6484526.08,505.48,760.0
808407.0700000001,6484611.57,505.48,747.0
808389.21,6484579.140000001,505.48,2950.0
808383.17,6484597.8100000005,505.49,1190.0
808318.79,6484612.63,505.49,2492.0
808382.47,6484598.12,505.49,3518.0
808315.91,6484620.8,505.49,1107.0
808319.37,6484584.86,505.49,655.0
808387.0,6484580.5200000005,505.49,967.0
808340.8200000001,6484554.18,505.49,1454.0
808328.39,6484595.62,505.49,676.0
808357.09,6484604.01,505.49,697.0
808394.23,6484596.140000001,505.49,1376.0
808326.27,6484568.93,505.49,2472.0
808320.4400000001,6484594.07,505.49,644.0
808321.86,6484622.04,505.49,1076.0
808311.76,6484530.09,505.49,1784.0
808305.98,6484564.5200000005,505.49,2254.0
808313.62,6484523.2700000005,505.49,1373.0
808314.5800000001,6484518.73,505.49,1861.0
808309.92,6484555.82,505.49,647.0
808404.31,6484530.96,505.49,1378.0
808357.0700000001,6484603.97,505.49,777.0
808310.8300000001,6484533.44,505.49,1344.0
808430.36,6484541.75,505.49,1628.0
808309.53,6484547.28,505.49,2582.0
808312.05,6484531.5200000005,505.49,1286.0
808313.87,6484521.66,505.49,1406.0
808361.55,6484518.24,505.49,1602.0
808507.34,6484615.71,505.49,1687.0
808416.93,6484566.09,505.49,976.0
808311.65,6484530.24,505.49,1522.0
808335.3,6484616.51,505.49,3315.0
808313.61,6484610.5,505.49,519.0
808314.14,6484520.42,505.49,1460.0
808341.79,6484581.24,505.49,1678.0
808323.77,6484622.44,505.49,1200.0
808340.98,6484607.83,505.49,612.0
808309.66,6484582.87,505.49,785.0
808313.2000000001,6484524.3,505.49,1369.0
808408.0800000001,6484586.23,505.49,2023.0
808386.34,6484607.18,505.49,3929.0
808398.85,6484571.59,505.49,2807.0
808325.66,6484614.23,505.49,2913.0
808357.13,6484603.73,505.49,763.0
808334.1900000001,6484616.29,505.49,2607.0
808355.9400000001,6484608.01,505.49,617.0
808332.84,6484615.94,505.49,1975.0
808511.04,6484550.83,505.49,1613.0
808419.71,6484535.45,505.49,1442.0
808319.74,6484585.36,505.5,1089.0
808337.89,6484570.68,505.5,479.0
808311.79,6484556.38,505.5,847.0
808310.56,6484533.71,505.5,1291.0
808312.29,6484526.850000001,505.5,1194.0
808313.02,6484524.17,505.5,1400.0
808523.15,6484534.95,505.5,513.0
808356.84,6484605.3,505.5,750.0
808355.5,6484612.86,505.5,512.0
808409.52,6484529.37,505.5,1043.0
808315.87,6484566.47,505.5,523.0
808384.71,6484588.08,505.5,691.0
808384.28,6484592.34,505.5,888.0
808517.6,6484565.48,505.5,2514.0
808311.41,6484530.62,505.5,1367.0
808427.76,6484582.84,505.5,1116.0
808311.66,6484531.67,505.5,1237.0
808311.76,6484531.03,505.5,1227.0
808313.91,6484520.76,505.5,1351.0
808310.81,6484619.71,505.5,950.0
808311.5800000001,6484530.96,505.5,1308.0
808412.28,6484600.4,505.5,1546.0
808410.7000000001,6484591.0200000005,505.5,1535.0
808430.63,6484570.34,505.5,998.0
808313.81,6484520.24,505.5,1447.0
808314.13,6484593.18,505.5,2203.0
808426.42,6484591.2,505.5,1157.0
808386.81,6484607.140000001,505.5,2689.0
808402.73,6484603.600000001,505.5,779.0
808312.68,6484525.8100000005,505.5,1473.0
808313.53,6484522.76,505.5,1434.0
808357.29,6484604.600000001,505.5,441.0
808320.86,6484567.7,505.5,971.0
808337.54,6484607.12,505.5,862.0
808322.59,6484559.17,505.5,1918.0
808356.09,6484608.93,505.5,488.0
808331.68,6484560.95,505.5,774.0
808357.01,6484602.19,505.5,586.0
808366.98,6484589.74,505.5,2023.0
808404.89,6484610.62,505.5,1210.0
808310.09,6484536.74,505.5,1478.0
808312.14,6484531.47,505.5,1229.0
808308.14,6484582.74,505.5,892.0
808338.89,6484616.73,505.5,2150.0
808327.23,6484568.62,505.5,679.0
808322.8,6484585.38,505.5,624.0
808414.27,6484517.62,505.5,1377.0
808321.61,6484613.34,505.51,2780.0
808348.28,6484619.600000001,505.51,2382.0
808312.0700000001,6484527.350000001,505.51,1469.0
808313.8,6484519.19,505.51,1529.0
808329.09,6484614.97,505.51,2997.0
808311.5700000001,6484530.13,505.51,1536.0
808311.0,6484556.53,505.51,1153.0
808406.39,6484597.8,505.51,2584.0
808310.06,6484536.37,505.51,1464.0
808356.06,6484610.83,505.51,795.0
808310.42,6484535.28,505.51,1765.0
808332.15,6484560.43,505.51,767.0
808314.62,6484575.3,505.51,1960.0
808330.09,6484551.05,505.51,573.0
808309.66,6484574.19,505.51,2555.0
808419.9500000001,6484537.59,505.51,2420.0
808522.12,6484535.61,505.51,813.0
808314.89,6484536.67,505.51,789.0
808393.52,6484602.57,505.51,2726.0
808306.89,6484555.75,505.51,2520.0
808494.39,6484535.62,505.51,673.0
808312.75,6484539.11,505.51,1279.0
808309.99,6484537.12,505.51,1506.0
808328.6900000001,6484623.47,505.51,2045.0
808313.62,6484584.05,505.51,2536.0
808356.29,6484608.66,505.51,584.0
808476.79,6484532.43,505.51,740.0
808357.36,6484603.83,505.51,598.0
808494.14,6484535.11,505.51,781.0
808309.21,6484556.34,505.51,2553.0
808359.11,6484557.33,505.51,506.0
808313.74,6484548.25,505.51,1888.0
808322.42,6484613.54,505.51,3158.0
808341.43,6484562.640000001,505.51,526.0
808324.4,6484604.2,505.51,843.0
808311.67,6484528.84,505.51,1442.0
808310.48,6484601.09,505.51,674.0
808356.25,6484606.65,505.51,798.0
808383.3,6484522.73,505.52000000000004,1457.0
808428.49,6484542.96,505.52000000000004,844.0
808311.1,6484530.11,505.52000000000004,1085.0
808306.11,6484537.67,505.52000000000004,1377.0
808428.1,6484535.67,505.52000000000004,1382.0
808464.01,6484540.75,505.52000000000004,833.0
808393.88,6484595.79,505.52000000000004,1582.0
808334.06,6484579.5600000005,505.52000000000004,1704.0
808308.14,6484591.99,505.52000000000004,2589.0
808305.05,6484573.37,505.52000000000004,2188.0
808313.66,6484523.87,505.52000000000004,1294.0
808307.14,6484582.8100000005,505.52000000000004,2462.0
808314.71,6484620.62,505.52000000000004,1526.0
808305.25,6484618.600000001,505.52000000000004,1407.0
808347.4500000001,6484619.37,505.52000000000004,2333.0
808311.31,6484610.92,505.52000000000004,2406.0
808313.17,6484522.17,505.52000000000004,1332.0
808424.3,6484532.7700000005,505.52000000000004,1041.0
808312.9,6484620.2,505.52000000000004,1295.0
808339.25,6484580.16,505.52000000000004,493.0
808356.41,6484609.98,505.52000000000004,711.0
808316.5,6484593.69,505.52000000000004,2172.0
808313.29,6484523.49,505.52000000000004,1398.0
808312.05,6484610.54,505.52000000000004,509.0
808311.1900000001,6484530.0200000005,505.52000000000004,1248.0
808311.3,6484530.01,505.52000000000004,1177.0
808381.4,6484597.42,505.52000000000004,901.0
808306.59,6484582.7700000005,505.52000000000004,2405.0
808416.92,6484605.51,505.52000000000004,862.0
808348.98,6484619.73,505.52000000000004,1995.0
808385.0,6484593.100000001,505.52000000000004,720.0
808308.1,6484619.21,505.52000000000004,1823.0
808410.85,6484568.19,505.52000000000004,3118.0
808383.24,6484525.5,505.52000000000004,1021.0
808317.72,6484567.11,505.52000000000004,2104.0
808313.11,6484523.41,505.52000000000004,1324.0
808416.8300000001,6484606.0600000005,505.52000000000004,1281.0
808335.49,6484624.95,505.52000000000004,1385.0
808384.98,6484521.140000001,505.52000000000004,2078.0
808335.27,6484552.92,505.52000000000004,1768.0
808334.99,6484561.24,505.52000000000004,518.0
808309.05,6484547.04,505.52000000000004,1012.0
808324.62,6484568.19,505.52000000000004,787.0
808355.77,6484613.46,505.53000000000003,714.0
808318.74,6484611.82,505.53000000000003,532.0
808327.87,6484577.91,505.53000000000003,845.0
808321.2000000001,6484585.43,505.53000000000003,745.0
808313.2000000001,6484523.97,505.53000000000003,1177.0
808357.67,6484602.98,505.53000000000003,754.0
808336.28,6484552.7700000005,505.53000000000003,777.0
808510.75,6484550.93,505.53000000000003,1375.0
808349.3200000001,6484618.3,505.53000000000003,625.0
808312.2000000001,6484565.98,505.53000000000003,2123.0
