x,y,z,I
808431.77,6484537.23,500.25,3741.0
808446.8200000001,6484536.84,500.25,1658.0
808457.34,6484537.33,500.25,2622.0
808453.71,6484531.8100000005,500.25,958.0
808508.14,6484573.13,500.25,1761.0
808478.4,6484593.37,500.25,3423.0
808421.18,6484538.7,500.25,441.0
808503.9500000001,6484558.59,500.25,2061.0
808423.98,6484528.97,500.25,1051.0
808525.0,6484555.24,500.25,3262.0
808424.56,6484527.69,500.25,945.0
808432.22,6484541.13,500.25,3430.0
808374.3200000001,6484517.8,500.25,930.0
808430.56,6484523.33,500.25,636.0
808440.0,6484536.5200000005,500.25,1574.0
808454.4500000001,6484531.38,500.25,779.0
808453.1,6484532.62,500.25,929.0
808504.4500000001,6484607.09,500.25,1418.0
808373.29,6484520.23,500.25,1950.0
808446.87,6484536.82,500.25,1613.0
808430.9,6484523.7,500.25,2158.0
808425.53,6484525.44,500.25,931.0
808429.15,6484523.13,500.25,4176.0
808455.53,6484534.79,500.25,952.0
808381.5,6484532.54,500.25,2775.0
808395.61,6484533.55,500.25,2679.0
808459.43,6484537.55,500.25,2000.0
808472.97,6484550.22,500.25,2653.0
808440.72,6484543.73,500.25,3523.0
808438.39,6484538.42,500.25,2714.0
808379.67,6484530.2,500.25,2991.0
808392.42,6484534.08,500.25,3082.0
808381.84,6484532.62,500.25,4443.0
808509.0,6484555.86,500.25,1445.0
808508.49,6484573.0600000005,500.25,1492.0
808509.0700000001,6484554.97,500.25,1191.0
808511.4400000001,6484583.390000001,500.25,2931.0
808477.89,6484602.3,500.25,3336.0
808376.76,6484519.38,500.25,1743.0
808508.4500000001,6484569.23,500.25,2153.0
808451.28,6484526.12,500.25,839.0
808502.92,6484553.8100000005,500.25,1060.0
808501.85,6484553.72,500.25,1708.0
808508.43,6484566.96,500.25,1887.0
808459.0,6484536.93,500.25,1793.0
808454.01,6484528.84,500.25,817.0
808377.37,6484519.08,500.25,1455.0
808445.48,6484537.140000001,500.25,2232.0
808376.2000000001,6484517.84,500.25,919.0
808458.67,6484536.8100000005,500.25,1596.0
808453.39,6484531.72,500.25,804.0
808376.39,6484516.3100000005,500.25,831.0
808459.79,6484530.82,500.25,1567.0
808501.81,6484588.07,500.25,3433.0
808478.4,6484600.97,500.25,3304.0
808509.71,6484587.01,500.25,3288.0
808508.4,6484549.09,500.26,762.0
808424.37,6484528.34,500.26,751.0
808508.8300000001,6484556.37,500.26,1569.0
808424.21,6484524.62,500.26,714.0
808440.98,6484543.54,500.26,3626.0
808450.22,6484525.47,500.26,1008.0
808377.05,6484516.03,500.26,996.0
808482.0,6484587.99,500.26,3434.0
808488.81,6484574.390000001,500.26,4322.0
808487.99,6484573.88,500.26,4660.0
808488.96,6484573.7700000005,500.26,4199.0
808478.49,6484550.93,500.26,2689.0
808495.14,6484568.05,500.26,1684.0
808375.18,6484521.37,500.26,1644.0
808481.25,6484590.42,500.26,2882.0
808505.01,6484556.850000001,500.26,1108.0
808371.21,6484570.09,500.26,1636.0
808431.89,6484541.0,500.26,3787.0
808458.42,6484584.5600000005,500.26,628.0
808501.5,6484553.74,500.26,1241.0
808382.68,6484534.22,500.26,1768.0
808429.42,6484531.57,500.26,1207.0
808376.1900000001,6484517.36,500.26,767.0
808506.43,6484553.350000001,500.26,1078.0
808459.37,6484529.8100000005,500.26,734.0
808454.4400000001,6484531.62,500.26,943.0
808376.0700000001,6484520.5,500.26,1870.0
808375.27,6484521.36,500.26,2019.0
808502.05,6484551.63,500.26,1248.0
808506.8300000001,6484554.140000001,500.26,1081.0
808504.85,6484557.37,500.26,1179.0
808370.5800000001,6484521.53,500.26,2294.0
808375.09,6484517.16,500.26,1016.0
808508.85,6484570.22,500.26,2963.0
808507.04,6484564.51,500.26,2405.0
808438.62,6484537.04,500.26,1545.0
808455.65,6484537.5600000005,500.26,1942.0
808502.99,6484553.74,500.26,1085.0
808377.81,6484519.23,500.26,1675.0
808394.1,6484533.91,500.26,2695.0
808509.4400000001,6484574.9,500.26,1678.0
808363.5,6484520.600000001,500.26,1731.0
808374.62,6484554.890000001,500.26,1522.0
808464.21,6484548.42,500.26,3270.0
808372.14,6484522.100000001,500.26,1985.0
808394.16,6484537.08,500.26,4114.0
808375.68,6484516.25,500.26,797.0
808508.73,6484571.46,500.26,1627.0
808376.31,6484527.47,500.26,1812.0
808371.02,6484521.83,500.26,2013.0
808394.04,6484533.37,500.26,2712.0
808479.78,6484594.5600000005,500.26,3432.0
808376.35,6484517.42,500.26,1048.0
808369.67,6484524.43,500.26,1129.0
808432.0800000001,6484531.76,500.26,383.0
808508.68,6484562.05,500.26,1435.0
808370.3,6484521.59,500.26,1065.0
808508.96,6484571.91,500.26,1634.0
808429.93,6484537.58,500.26,2415.0
808437.41,6484542.2,500.26,3420.0
808508.86,6484571.17,500.26,1759.0
808465.73,6484551.350000001,500.26,806.0
808509.3200000001,6484554.98,500.26,662.0
808373.56,6484520.5200000005,500.26,2282.0
808405.31,6484537.95,500.26,3667.0
808455.7000000001,6484546.83,500.26,2447.0
808431.47,6484537.8,500.26,3307.0
808457.0700000001,6484534.43,500.26,771.0
808456.79,6484535.26,500.26,965.0
808509.61,6484575.37,500.26,1608.0
808420.21,6484530.4,500.26,1271.0
808374.73,6484520.5600000005,500.26,2687.0
808424.41,6484527.75,500.26,591.0
808537.73,6484555.62,500.26,3212.0
808509.97,6484578.2,500.26,2049.0
808509.4500000001,6484577.82,500.26,1788.0
808369.71,6484521.2700000005,500.26,1684.0
808488.4400000001,6484573.99,500.26,4070.0
808414.68,6484537.47,500.26,2390.0
808430.8200000001,6484541.0200000005,500.26,3565.0
808434.29,6484519.92,500.26,3297.0
808507.1,6484553.53,500.26,1120.0
808529.47,6484576.42,500.26,2571.0
808506.31,6484552.95,500.26,922.0
808432.3,6484537.55,500.26,1673.0
808445.92,6484537.63,500.26,1625.0
808371.01,6484523.3100000005,500.26,2011.0
808431.29,6484537.04,500.26,4076.0
808374.84,6484520.69,500.26,1875.0
808416.43,6484537.88,500.26,3435.0
808524.75,6484600.48,500.26,2978.0
808417.38,6484537.97,500.26,2620.0
808456.79,6484535.28,500.26,884.0
808511.29,6484582.91,500.26,893.0
808377.55,6484520.23,500.26,2019.0
808459.35,6484537.04,500.26,1477.0
808460.0,6484537.2700000005,500.26,1507.0
808517.27,6484563.24,500.26,1307.0
808432.98,6484523.88,500.26,1221.0
808426.31,6484528.73,500.26,1166.0
808457.52,6484535.98,500.26,1146.0
808372.87,6484615.62,500.26,811.0
808482.1,6484587.62,500.26,3474.0
808375.64,6484516.65,500.26,786.0
808525.4,6484596.86,500.26,1240.0
808454.17,6484536.140000001,500.26,800.0
808363.53,6484605.5600000005,500.26,1708.0
808381.06,6484531.3,500.26,3649.0
808371.56,6484522.0200000005,500.26,2066.0
808466.15,6484549.03,500.26,2653.0
808396.09,6484537.48,500.26,3174.0
808489.1,6484573.350000001,500.26,4697.0
808509.68,6484575.91,500.26,1810.0
808509.92,6484575.49,500.26,1616.0
808487.0700000001,6484573.92,500.26,4268.0
808509.8200000001,6484577.99,500.26,1875.0
808456.9,6484534.32,500.26,986.0
808375.62,6484517.58,500.26,1157.0
808453.5,6484528.5200000005,500.26,972.0
808445.75,6484544.34,500.26,3251.0
808519.37,6484555.37,500.26,1237.0
808456.5800000001,6484531.05,500.26,1088.0
808528.21,6484551.8,500.26,3541.0
808489.76,6484577.44,500.26,1245.0
808361.17,6484518.890000001,500.26,1671.0
808478.75,6484591.76,500.26,1341.0
808482.61,6484586.45,500.26,4307.0
808509.03,6484566.62,500.26,1644.0
808508.71,6484551.890000001,500.26,914.0
808482.52,6484583.09,500.26,3138.0
808478.23,6484601.55,500.26,3124.0
808481.77,6484587.51,500.27000000000004,3394.0
808526.66,6484551.8,500.27000000000004,3533.0
808506.67,6484554.66,500.27000000000004,1156.0
808504.59,6484554.23,500.27000000000004,877.0
808483.09,6484579.8100000005,500.27000000000004,3052.0
808450.26,6484545.41,500.27000000000004,3551.0
808489.53,6484571.7,500.27000000000004,3991.0
808509.03,6484562.140000001,500.27000000000004,2558.0
808425.21,6484526.91,500.27000000000004,833.0
808424.9400000001,6484526.53,500.27000000000004,913.0
808422.76,6484523.7,500.27000000000004,885.0
808422.01,6484530.11,500.27000000000004,2709.0
808517.64,6484556.08,500.27000000000004,1246.0
808523.31,6484555.32,500.27000000000004,3217.0
808376.93,6484520.5600000005,500.27000000000004,2323.0
808445.73,6484544.19,500.27000000000004,3531.0
808394.8300000001,6484533.23,500.27000000000004,3699.0
808446.9,6484522.71,500.27000000000004,2160.0
808378.9500000001,6484519.7,500.27000000000004,1738.0
808509.05,6484571.38,500.27000000000004,1513.0
808435.22,6484541.5600000005,500.27000000000004,3909.0
808509.68,6484584.890000001,500.27000000000004,2178.0
808439.25,6484540.99,500.27000000000004,1294.0
808507.23,6484596.71,500.27000000000004,1732.0
808429.55,6484537.29,500.27000000000004,1630.0
808428.18,6484536.83,500.27000000000004,2730.0
808373.6,6484521.390000001,500.27000000000004,2071.0
808509.64,6484574.0600000005,500.27000000000004,1613.0
808421.99,6484530.09,500.27000000000004,1600.0
808373.51,6484521.08,500.27000000000004,2462.0
808372.04,6484521.63,500.27000000000004,2467.0
808369.9400000001,6484524.46,500.27000000000004,1272.0
808495.53,6484566.0,500.27000000000004,1475.0
808425.48,6484522.19,500.27000000000004,764.0
808396.67,6484533.54,500.27000000000004,3420.0
808379.98,6484529.72,500.27000000000004,2739.0
808516.56,6484579.88,500.27000000000004,2908.0
808346.61,6484516.7700000005,500.27000000000004,650.0
808460.62,6484537.47,500.27000000000004,1876.0
808510.02,6484584.82,500.27000000000004,3070.0
808447.87,6484522.7,500.27000000000004,1535.0
808510.4,6484576.68,500.27000000000004,1691.0
808509.67,6484572.87,500.27000000000004,1724.0
808422.41,6484523.01,500.27000000000004,1813.0
808478.96,6484596.7700000005,500.27000000000004,2735.0
808513.9,6484591.09,500.27000000000004,2548.0
808434.12,6484540.96,500.27000000000004,4311.0
808395.61,6484533.4,500.27000000000004,3221.0
808458.98,6484547.5,500.27000000000004,4009.0
808450.65,6484526.34,500.27000000000004,811.0
808376.59,6484516.67,500.27000000000004,1091.0
808377.84,6484517.94,500.27000000000004,816.0
808434.74,6484539.74,500.27000000000004,3746.0
808448.23,6484522.71,500.27000000000004,1818.0
808450.2000000001,6484525.24,500.27000000000004,1106.0
808437.23,6484521.0200000005,500.27000000000004,2439.0
808432.52,6484540.78,500.27000000000004,3882.0
808455.88,6484533.0600000005,500.27000000000004,847.0
808454.37,6484533.0200000005,500.27000000000004,987.0
808377.53,6484527.67,500.27000000000004,1946.0
808376.66,6484520.62,500.27000000000004,1938.0
808460.9400000001,6484537.57,500.27000000000004,1675.0
808376.0700000001,6484516.2,500.27000000000004,875.0
808422.89,6484524.59,500.27000000000004,957.0
808425.96,6484526.83,500.27000000000004,1020.0
808423.09,6484527.44,500.27000000000004,937.0
808524.68,6484552.38,500.27000000000004,3582.0
808420.84,6484538.4,500.27000000000004,2480.0
808508.66,6484551.54,500.27000000000004,917.0
808430.24,6484519.74,500.27000000000004,3594.0
808537.21,6484555.03,500.27000000000004,3473.0
808459.54,6484536.67,500.27000000000004,1149.0
808459.1900000001,6484547.600000001,500.27000000000004,1101.0
808458.4500000001,6484531.88,500.27000000000004,880.0
808451.93,6484526.32,500.27000000000004,549.0
808535.86,6484554.26,500.27000000000004,3434.0
808457.55,6484547.0600000005,500.27000000000004,2449.0
808442.42,6484543.61,500.27000000000004,3972.0
808438.6,6484540.350000001,500.27000000000004,1217.0
808374.67,6484521.5600000005,500.27000000000004,2001.0
808453.4500000001,6484527.100000001,500.27000000000004,975.0
808393.4400000001,6484533.48,500.27000000000004,2508.0
808455.5800000001,6484531.61,500.27000000000004,816.0
808371.77,6484524.640000001,500.27000000000004,2514.0
808447.14,6484537.71,500.27000000000004,1905.0
808447.14,6484537.71,500.27000000000004,1905.0
808346.67,6484517.18,500.27000000000004,3964.0
808489.49,6484576.15,500.27000000000004,1606.0
808494.38,6484568.79,500.27000000000004,1459.0
808361.12,6484520.88,500.27000000000004,3804.0
808478.99,6484598.7,500.27000000000004,3026.0
808421.5700000001,6484528.93,500.27000000000004,2206.0
808394.6,6484533.16,500.27000000000004,3305.0
808373.99,6484557.46,500.27000000000004,2004.0
808479.6900000001,6484594.15,500.27000000000004,2890.0
808376.51,6484517.43,500.27000000000004,898.0
808408.98,6484540.4,500.27000000000004,1827.0
808506.0700000001,6484554.88,500.27000000000004,1161.0
808505.75,6484554.82,500.27000000000004,1055.0
808481.8,6484588.140000001,500.27000000000004,3078.0
808508.96,6484567.08,500.27000000000004,1797.0
808494.51,6484568.29,500.27000000000004,1344.0
808483.09,6484581.55,500.27000000000004,3188.0
808482.86,6484579.4,500.27000000000004,3131.0
808517.0700000001,6484557.84,500.27000000000004,1387.0
808531.51,6484552.5,500.27000000000004,3561.0
808430.92,6484522.640000001,500.27000000000004,1116.0
808376.28,6484516.84,500.27000000000004,903.0
808374.14,6484526.5600000005,500.27000000000004,1468.0
808431.17,6484520.38,500.27000000000004,843.0
808430.55,6484523.05,500.27000000000004,1486.0
808371.63,6484523.84,500.27000000000004,840.0
808445.03,6484522.15,500.27000000000004,751.0
808450.9,6484525.24,500.27000000000004,967.0
808431.5700000001,6484536.51,500.27000000000004,3554.0
808371.8,6484521.95,500.27000000000004,2126.0
808430.9500000001,6484520.41,500.27000000000004,3626.0
808458.91,6484531.29,500.27000000000004,1621.0
808455.84,6484531.28,500.27000000000004,952.0
808433.71,6484538.49,500.27000000000004,3063.0
808369.85,6484521.57,500.27000000000004,2037.0
808459.89,6484536.55,500.27000000000004,1201.0
808441.36,6484543.5,500.27000000000004,3908.0
808456.34,6484538.24,500.27000000000004,2319.0
808497.09,6484613.29,500.27000000000004,1341.0
808497.09,6484613.29,500.27000000000004,1341.0
808377.55,6484518.45,500.27000000000004,1028.0
808431.1900000001,6484537.92,500.27000000000004,1631.0
808377.28,6484520.9,500.27000000000004,1914.0
808450.8300000001,6484526.4,500.27000000000004,904.0
808375.51,6484521.53,500.27000000000004,1612.0
808493.3200000001,6484570.87,500.27000000000004,1465.0
808432.67,6484539.48,500.27000000000004,3495.0
808535.24,6484553.9,500.27000000000004,2830.0
808454.37,6484533.69,500.27000000000004,923.0
808508.71,6484587.890000001,500.27000000000004,2732.0
808354.55,6484519.0200000005,500.27000000000004,1834.0
808433.16,6484540.15,500.27000000000004,3405.0
808483.86,6484572.57,500.27000000000004,2108.0
808346.6900000001,6484516.24,500.27000000000004,347.0
808481.36,6484589.0200000005,500.27000000000004,3598.0
808509.5800000001,6484567.23,500.28000000000003,1664.0
808506.75,6484551.88,500.28000000000003,1032.0
808489.59,6484576.71,500.28000000000003,1445.0
808450.9400000001,6484545.640000001,500.28000000000003,2055.0
808438.24,6484537.38,500.28000000000003,2161.0
808452.91,6484526.48,500.28000000000003,954.0
808444.34,6484544.3,500.28000000000003,3836.0
808482.99,6484581.97,500.28000000000003,3231.0
808459.22,6484534.67,500.28000000000003,887.0
808446.85,6484526.68,500.28000000000003,646.0
808450.52,6484525.88,500.28000000000003,847.0
808477.34,6484599.600000001,500.28000000000003,2422.0
808487.3,6484611.16,500.28000000000003,1102.0
808439.52,6484540.890000001,500.28000000000003,3734.0
808423.29,6484523.3100000005,500.28000000000003,1739.0
808512.39,6484536.3100000005,500.28000000000003,1781.0
808449.27,6484523.600000001,500.28000000000003,1034.0
808445.8300000001,6484538.16,500.28000000000003,900.0
808378.74,6484520.2700000005,500.28000000000003,1820.0
808494.18,6484568.38,500.28000000000003,1498.0
808383.9500000001,6484534.350000001,500.28000000000003,1703.0
808422.8200000001,6484527.7,500.28000000000003,943.0
808457.25,6484534.640000001,500.28000000000003,978.0
808373.12,6484526.29,500.28000000000003,1626.0
808440.2000000001,6484540.640000001,500.28000000000003,3109.0
808376.72,6484517.3,500.28000000000003,1104.0
808489.6,6484571.44,500.28000000000003,4446.0
808510.13,6484582.140000001,500.28000000000003,2358.0
808377.4,6484521.18,500.28000000000003,1731.0
808503.03,6484551.44,500.28000000000003,900.0
808437.81,6484542.0,500.28000000000003,3643.0
808504.11,6484552.18,500.28000000000003,1048.0
808521.87,6484604.41,500.28000000000003,1313.0
808453.56,6484526.890000001,500.28000000000003,867.0
808459.27,6484534.87,500.28000000000003,955.0
808426.85,6484530.54,500.28000000000003,1533.0
808448.87,6484522.92,500.28000000000003,1937.0
808373.81,6484521.45,500.28000000000003,2038.0
808495.5800000001,6484564.67,500.28000000000003,1552.0
808421.91,6484527.73,500.28000000000003,861.0
808457.28,6484534.94,500.28000000000003,847.0
808502.05,6484625.41,500.28000000000003,3076.0
808441.5700000001,6484521.69,500.28000000000003,1852.0
808478.43,6484599.71,500.28000000000003,3095.0
808378.5,6484517.61,500.28000000000003,996.0
808509.05,6484564.0200000005,500.28000000000003,555.0
808416.47,6484537.67,500.28000000000003,2862.0
808436.2000000001,6484538.57,500.28000000000003,3296.0
808422.73,6484531.63,500.28000000000003,749.0
808380.03,6484519.97,500.28000000000003,1834.0
808360.81,6484520.74,500.28000000000003,3308.0
808533.59,6484553.22,500.28000000000003,3331.0
808427.8,6484536.09,500.28000000000003,2417.0
808437.51,6484521.21,500.28000000000003,2767.0
808372.7000000001,6484526.12,500.28000000000003,1816.0
808437.59,6484539.95,500.28000000000003,3560.0
808430.86,6484519.97,500.28000000000003,3689.0
808371.9400000001,6484523.93,500.28000000000003,880.0
808453.15,6484546.28,500.28000000000003,1759.0
808371.46,6484524.0600000005,500.28000000000003,763.0
808453.1,6484526.78,500.28000000000003,844.0
808477.3,6484599.22,500.28000000000003,2067.0
808370.93,6484524.03,500.28000000000003,391.0
808510.26,6484575.22,500.28000000000003,1755.0
808371.21,6484522.5600000005,500.28000000000003,1196.0
808510.29,6484578.12,500.28000000000003,1825.0
808517.31,6484555.99,500.28000000000003,900.0
808429.79,6484520.5200000005,500.28000000000003,1922.0
808450.63,6484525.87,500.28000000000003,914.0
808422.71,6484524.640000001,500.28000000000003,834.0
808430.48,6484522.12,500.28000000000003,792.0
808434.65,6484538.84,500.28000000000003,3274.0
808435.5800000001,6484541.43,500.28000000000003,4102.0
808420.47,6484528.82,500.28000000000003,2407.0
808370.0800000001,6484522.84,500.28000000000003,834.0
808421.6,6484529.38,500.28000000000003,2546.0
808422.11,6484530.49,500.28000000000003,2273.0
808501.3,6484624.68,500.28000000000003,2624.0
808500.54,6484600.63,500.28000000000003,1890.0
808492.25,6484571.93,500.28000000000003,1332.0
808503.12,6484552.51,500.28000000000003,1329.0
808508.68,6484550.97,500.28000000000003,1452.0
808457.71,6484534.65,500.28000000000003,847.0
808435.56,6484520.390000001,500.28000000000003,3185.0
808503.46,6484552.58,500.28000000000003,978.0
808373.48,6484521.96,500.28000000000003,2133.0
808436.84,6484520.38,500.28000000000003,2388.0
808432.13,6484538.28,500.28000000000003,3154.0
808427.05,6484537.76,500.28000000000003,3561.0
808434.59,6484535.79,500.28000000000003,1221.0
808433.24,6484538.51,500.28000000000003,3419.0
808534.8200000001,6484553.59,500.28000000000003,3333.0
808372.18,6484525.87,500.28000000000003,2157.0
808433.48,6484537.04,500.28000000000003,2803.0
808503.5,6484553.09,500.28000000000003,1027.0
808456.16,6484531.390000001,500.28000000000003,1028.0
808376.64,6484517.13,500.28000000000003,907.0
808434.9400000001,6484538.41,500.28000000000003,3152.0
808453.16,6484526.2700000005,500.28000000000003,806.0
808393.71,6484533.23,500.28000000000003,3191.0
808432.3,6484540.44,500.28000000000003,3381.0
808436.24,6484538.96,500.28000000000003,3587.0
808434.14,6484540.12,500.28000000000003,3705.0
808378.88,6484528.55,500.28000000000003,2158.0
808503.35,6484551.5200000005,500.28000000000003,1145.0
808431.36,6484538.96,500.28000000000003,4196.0
808376.93,6484521.12,500.28000000000003,2172.0
808491.43,6484573.67,500.28000000000003,1413.0
808377.66,6484519.83,500.28000000000003,2138.0
808510.13,6484582.2700000005,500.28000000000003,1686.0
808458.23,6484538.140000001,500.28000000000003,1947.0
808376.7000000001,6484527.37,500.28000000000003,1690.0
808436.8300000001,6484541.890000001,500.28000000000003,3774.0
808379.25,6484518.84,500.28000000000003,872.0
808437.06,6484537.93,500.28000000000003,2372.0
808377.4400000001,6484518.01,500.28000000000003,1091.0
808393.53,6484533.13,500.28000000000003,4251.0
808509.62,6484572.2700000005,500.28000000000003,2025.0
808496.75,6484573.67,500.28000000000003,2330.0
808509.34,6484568.51,500.28000000000003,1940.0
808423.2000000001,6484524.72,500.28000000000003,918.0
808509.0,6484565.45,500.28000000000003,1739.0
808377.62,6484527.54,500.28000000000003,1922.0
808377.31,6484520.7,500.28000000000003,2344.0
808517.04,6484559.75,500.28000000000003,1681.0
808461.3200000001,6484531.350000001,500.28000000000003,1482.0
808401.06,6484536.92,500.28000000000003,3222.0
808442.0700000001,6484537.18,500.28000000000003,851.0
808491.56,6484572.76,500.28000000000003,1287.0
808447.16,6484538.17,500.28000000000003,1928.0
808503.74,6484549.4,500.28000000000003,1224.0
808369.1900000001,6484522.12,500.28000000000003,388.0
808503.81,6484549.26,500.28000000000003,1090.0
808438.38,6484542.5600000005,500.28000000000003,4115.0
808379.35,6484520.3,500.28000000000003,1821.0
808439.3300000001,6484542.92,500.28000000000003,3799.0
808506.16,6484552.76,500.28000000000003,1263.0
808425.63,6484526.69,500.28000000000003,822.0
808422.48,6484527.57,500.28000000000003,978.0
808427.5,6484530.8,500.28000000000003,2661.0
808431.06,6484519.13,500.28000000000003,3351.0
808371.62,6484522.5200000005,500.28000000000003,1892.0
808503.0800000001,6484552.45,500.28000000000003,895.0
808447.5,6484538.3,500.28000000000003,481.0
808376.3300000001,6484526.92,500.28000000000003,1358.0
808480.7000000001,6484591.15,500.28000000000003,2635.0
808377.86,6484516.5200000005,500.28000000000003,1032.0
808509.37,6484561.36,500.28000000000003,1871.0
808488.9500000001,6484572.0200000005,500.28000000000003,4621.0
808489.86,6484571.78,500.28000000000003,3646.0
808482.49,6484580.04,500.28000000000003,2666.0
808491.0,6484573.9,500.28000000000003,1468.0
808490.28,6484574.5200000005,500.28000000000003,1298.0
808505.27,6484540.46,500.28000000000003,1067.0
808458.41,6484535.8,500.28000000000003,1033.0
808458.63,6484547.140000001,500.28000000000003,2875.0
808482.71,6484578.49,500.28000000000003,1018.0
808522.86,6484605.99,500.28000000000003,2960.0
808483.05,6484580.390000001,500.28000000000003,3105.0
808481.73,6484581.16,500.28000000000003,1637.0
808434.11,6484520.3,500.29,4096.0
808429.4,6484520.65,500.29,3343.0
808430.29,6484522.36,500.29,1819.0
808420.66,6484522.7,500.29,1703.0
808423.29,6484527.18,500.29,1145.0
808420.65,6484530.03,500.29,3018.0
808420.89,6484530.600000001,500.29,3178.0
808427.3300000001,6484534.68,500.29,1287.0
808436.04,6484539.7700000005,500.29,3894.0
808422.8200000001,6484534.600000001,500.29,885.0
808435.23,6484540.43,500.29,3246.0
808431.85,6484540.09,500.29,4198.0
808424.06,6484537.92,500.29,859.0
808413.53,6484537.48,500.29,3319.0
808378.18,6484517.78,500.29,918.0
808378.52,6484518.100000001,500.29,918.0
808508.5700000001,6484547.23,500.29,1317.0
808427.06,6484520.21,500.29,986.0
808424.81,6484522.47,500.29,2139.0
808435.36,6484520.7700000005,500.29,1304.0
808421.23,6484528.0200000005,500.29,1104.0
808427.4400000001,6484534.43,500.29,1173.0
808425.48,6484535.7,500.29,2975.0
808425.66,6484537.37,500.29,3525.0
808433.22,6484539.08,500.29,3569.0
808436.25,6484541.17,500.29,4057.0
808375.66,6484527.04,500.29,1604.0
808378.0700000001,6484517.97,500.29,981.0
808377.8300000001,6484540.04,500.29,2309.0
808503.31,6484547.74,500.29,1223.0
808516.99,6484557.96,500.29,1410.0
808509.72,6484547.01,500.29,1354.0
808523.9,6484552.9,500.29,3279.0
808518.5800000001,6484620.57,500.29,1022.0
808509.76,6484561.04,500.29,2104.0
808510.3300000001,6484571.58,500.29,1341.0
808508.0700000001,6484615.48,500.29,693.0
808509.46,6484569.99,500.29,1495.0
808509.98,6484568.36,500.29,1554.0
808372.04,6484522.42,500.29,2004.0
808535.59,6484553.84,500.29,3061.0
808505.26,6484554.08,500.29,985.0
808505.27,6484553.21,500.29,983.0
808501.71,6484551.75,500.29,1188.0
808512.06,6484536.15,500.29,1878.0
808508.34,6484558.65,500.29,1960.0
808518.24,6484555.17,500.29,1334.0
808504.23,6484548.44,500.29,958.0
808537.46,6484554.58,500.29,2800.0
808509.85,6484547.54,500.29,2241.0
808510.21,6484569.75,500.29,1608.0
808494.56,6484566.49,500.29,1466.0
808427.64,6484534.79,500.29,580.0
808375.87,6484521.0600000005,500.29,1966.0
808377.39,6484521.22,500.29,2261.0
808377.74,6484520.7,500.29,2294.0
808378.0800000001,6484517.18,500.29,899.0
808376.26,6484520.94,500.29,1756.0
808379.0,6484521.44,500.29,1885.0
808376.67,6484521.640000001,500.29,1798.0
808379.56,6484516.19,500.29,968.0
808377.66,6484521.41,500.29,1843.0
808379.92,6484520.09,500.29,2049.0
808378.29,6484517.04,500.29,1025.0
808479.1900000001,6484595.18,500.29,2835.0
808479.43,6484591.57,500.29,2627.0
808482.76,6484581.66,500.29,3116.0
808481.36,6484580.83,500.29,1015.0
808489.3200000001,6484570.61,500.29,4227.0
808494.85,6484565.72,500.29,1425.0
808479.99,6484593.36,500.29,2729.0
808482.02,6484585.12,500.29,3432.0
808492.9,6484569.86,500.29,1588.0
808493.25,6484569.57,500.29,1555.0
808337.11,6484616.67,500.29,1681.0
808432.0800000001,6484540.03,500.29,4043.0
808432.35,6484538.390000001,500.29,3365.0
808416.15,6484537.54,500.29,2528.0
808434.12,6484537.3100000005,500.29,2882.0
808422.8200000001,6484531.390000001,500.29,1290.0
808373.0,6484522.34,500.29,2144.0
808372.04,6484523.45,500.29,2073.0
808372.3,6484523.84,500.29,2181.0
808510.11,6484570.5200000005,500.29,1616.0
808445.65,6484521.12,500.29,1832.0
808426.9,6484532.83,500.29,1009.0
808374.92,6484522.13,500.29,1642.0
808503.03,6484588.13,500.29,3400.0
808448.21,6484522.17,500.29,2130.0
808447.8300000001,6484523.04,500.29,2501.0
808451.9,6484525.36,500.29,566.0
808446.03,6484524.25,500.29,2243.0
808458.99,6484535.0600000005,500.29,1043.0
808461.6,6484537.7700000005,500.29,2012.0
808499.5700000001,6484557.87,500.29,1326.0
808449.91,6484544.8100000005,500.29,3610.0
808446.09,6484543.93,500.29,3462.0
808439.53,6484542.54,500.29,4583.0
808510.18,6484566.07,500.29,1487.0
808510.41,6484571.05,500.29,1840.0
808510.8200000001,6484576.12,500.29,1770.0
808442.09,6484521.99,500.29,1909.0
808451.1900000001,6484523.850000001,500.29,2309.0
808454.78,6484527.640000001,500.29,913.0
808455.18,6484532.99,500.29,967.0
808437.55,6484540.69,500.29,3481.0
808459.37,6484536.32,500.29,1083.0
808504.36,6484616.84,500.29,2340.0
808459.37,6484538.68,500.29,1932.0
808450.3,6484545.2,500.29,3527.0
808487.41,6484573.84,500.29,4209.0
808481.0700000001,6484552.78,500.29,1765.0
808458.91,6484533.68,500.29,851.0
808379.63,6484528.58,500.29,2762.0
808525.9,6484590.73,500.29,3014.0
808433.4500000001,6484542.01,500.29,2397.0
808535.47,6484553.72,500.29,2922.0
808506.2000000001,6484603.24,500.29,3064.0
808372.34,6484522.41,500.29,2229.0
808374.89,6484526.69,500.29,1605.0
808372.26,6484523.890000001,500.29,1096.0
808361.8200000001,6484520.65,500.29,4055.0
808371.9,6484523.04,500.29,1918.0
808391.11,6484534.2,500.29,4389.0
808457.96,6484546.92,500.29,1965.0
808443.92,6484542.100000001,500.29,3464.0
808463.5800000001,6484532.12,500.29,1158.0
808458.36,6484532.86,500.29,939.0
